,logFC,AveExpr,t,adj.P.Val,B,EntrezID,symbols,P.Value,Rank_1,HPO_Freq,NewP.value,Rank_2,Rank_1-Rank2
206549_at,0.145629819,4.585665836,2.065098027,0.50958429,-3.986475836,3641,INSL4,0.051298618,3586,0,0.051298618,5014,-1428
231558_at,0.093454611,3.164598231,2.064762796,0.509777831,-3.987020143,3642,INSM1,0.051333178,3587,0,0.051333178,5015,-1428
206193_s_at,-0.074739251,4.682588367,-1.306157128,0.70218142,-5.051697469,1041,CDSN,0.20543051,8889,3,0.051357628,5016,3873
200606_at,-0.04759714,3.508903449,-0.838792816,0.826217411,-5.504832316,1832,DSP,0.410901583,13263,7,0.051362698,5017,8246
231792_at,-0.079149921,6.703412133,-1.704952826,0.598406276,-4.536426583,85366,MYLK2,0.102748585,5716,1,0.051374293,5018,698
237870_at,-0.101178143,4.086495349,-2.064333809,0.509777831,-3.987716598,4835,NQO2,0.051377434,3588,0,0.051377434,5019,-1431
219612_s_at,-0.09065742,3.68233723,-1.477202906,0.661029259,-4.843974379,2266,FGG,0.154256645,7435,2,0.051418882,5020,2415
1553208_s_at,-0.118298436,3.283942765,-2.0638078,0.509777831,-3.988570442,285598,ARL10,0.051431746,3589,0,0.051431746,5021,-1432
205344_at,-0.153670047,4.874899208,-2.063569272,0.509777831,-3.988957586,10675,CSPG5,0.051456392,3590,0,0.051456392,5022,-1432
221075_s_at,-0.153574783,3.672394669,-2.063545014,0.509777831,-3.988996957,9436,NCR2,0.051458899,3591,0,0.051458899,5023,-1432
204236_at,-0.199330849,9.250065661,-2.063346922,0.509777831,-3.989318447,2313,FLI1,0.051479376,3592,0,0.051479376,5024,-1432
225266_at,-0.203514497,7.549830253,-2.063298885,0.509777831,-3.989396405,22834,ZNF652,0.051484342,3593,0,0.051484342,5025,-1432
225772_s_at,0.001604107,9.471267958,0.027185015,0.995832427,-5.836111488,84987,COX14,0.978565288,20014,18,0.051503436,5026,14988
236870_at,0.106901466,2.892300285,2.063019393,0.509777831,-3.989849964,100506840,IQCF4,0.051513248,3594,0,0.051513248,5027,-1433
206496_at,-0.068728493,3.480278374,-1.304116945,0.702452335,-5.054047479,2328,FMO3,0.206112799,8909,3,0.0515282,5028,3881
225753_at,0.022411512,6.28097165,0.361310035,0.937358181,-5.774043347,130557,ZNF513,0.721427202,17462,13,0.051530514,5029,12433
203687_at,-0.130832062,5.392144158,-2.062852464,0.509777831,-3.990120836,6376,CX3CL1,0.051530519,3595,0,0.051530519,5030,-1435
1559687_at,0.139550213,4.164104578,2.062473636,0.509777831,-3.990735503,100130519,TMEM221,0.051569734,3596,0,0.051569734,5031,-1435
232055_at,0.321350427,5.919704059,2.062321521,0.509777831,-3.990982296,94081,SFXN1,0.051585487,3597,0,0.051585487,5032,-1435
236998_at,0.125927189,4.474523958,2.062300376,0.509777831,-3.991016601,28958,COA3,0.051587678,3598,0,0.051587678,5033,-1435
1563254_a_at,-0.095777315,2.968127951,-2.062163439,0.509777831,-3.991238758,100506733,FAM170B-AS1,0.051601864,3599,0,0.051601864,5034,-1435
206819_at,-0.120268623,3.787012506,-2.062163387,0.509777831,-3.991238844,29774,POM121L9P,0.051601869,3600,0,0.051601869,5035,-1435
225749_at,-0.131748583,7.637782754,-2.062019381,0.509777831,-3.991472458,283951,C16orf91,0.051616791,3601,0,0.051616791,5036,-1435
218740_s_at,0.121064459,9.696155472,2.06197582,0.509777831,-3.991543124,80279,CDK5RAP3,0.051621306,3602,0,0.051621306,5037,-1435
214384_s_at,-0.115543868,3.7787831,-2.061935852,0.509777831,-3.991607959,10540,DCTN2,0.051625448,3603,0,0.051625448,5038,-1435
1569790_at,-0.109906653,3.065080256,-2.061932749,0.509777831,-3.991612993,100288590,LOC100288590,0.05162577,3604,0,0.05162577,5039,-1435
221622_s_at,-0.108094424,10.40241429,-2.06142135,0.509987615,-3.992442511,55863,TMEM126B,0.051678802,3606,0,0.051678802,5040,-1434
208758_at,-0.014955286,11.20475484,-0.288717041,0.950592571,-5.796559275,471,ATIC,0.775589319,18102,14,0.051705955,5041,13061
230754_at,0.14059689,5.316732779,2.061046839,0.509987615,-3.993049906,253461,ZBTB38,0.051717669,3607,0,0.051717669,5042,-1435
234192_s_at,-0.247602109,6.094218684,-2.060979822,0.509987615,-3.993158588,80318,GKAP1,0.051724627,3608,0,0.051724627,5043,-1435
243883_at,-0.112739815,4.879488235,-2.060815386,0.509987615,-3.993425248,4324,MMP15,0.051741703,3609,0,0.051741703,5044,-1435
203597_s_at,-0.131310822,7.462232417,-2.060652588,0.509987615,-3.993689239,11193,WBP4,0.051758613,3610,0,0.051758613,5045,-1435
36994_at,0.095732645,10.55062004,2.060647898,0.509987615,-3.993696845,527,ATP6V0C,0.051759101,3611,0,0.051759101,5046,-1435
203861_s_at,-0.082234797,5.435114395,-1.038519966,0.776043773,-5.332767789,88,ACTN2,0.310675399,11292,5,0.051779233,5047,6245
214770_at,0.069844194,2.76732718,1.47290519,0.66158274,-4.849446585,4481,MSR1,0.155402423,7470,2,0.051800808,5048,2422
223244_s_at,0.001423151,11.69544757,0.019908595,0.997019698,-5.836275883,55967,NDUFA12,0.984301626,20054,18,0.051805349,5049,15005
1552790_a_at,-0.120098645,8.388789194,-2.059927337,0.509987615,-3.994865134,7095,SEC62,0.051834009,3612,0,0.051834009,5050,-1438
216483_s_at,0.235091645,9.685192547,2.059835415,0.509987615,-3.995014154,56005,MYDGF,0.051843572,3613,0,0.051843572,5051,-1438
205793_x_at,0.129720416,5.001573206,2.059411916,0.509987615,-3.995700658,8711,TNK1,0.051887651,3615,0,0.051887651,5052,-1437
219773_at,-0.105803176,3.302532099,-2.059211666,0.509987615,-3.996025239,50507,NOX4,0.051908505,3616,0,0.051908505,5053,-1437
219315_s_at,-0.337304403,4.437204149,-2.059186244,0.509987615,-3.996066443,79652,TMEM204,0.051911153,3617,0,0.051911153,5054,-1437
227456_s_at,0.103304977,7.567841144,2.059141105,0.509987615,-3.996139605,221545,C6orf136,0.051915855,3618,0,0.051915855,5055,-1437
203211_s_at,-0.065775848,9.158271963,-1.158129554,0.741200521,-5.214053911,8898,MTMR2,0.259633697,10228,4,0.051926739,5056,5172
1569544_at,0.095680321,3.097016436,2.058979253,0.509987615,-3.996401924,101927152,SAMMSON,0.051932718,3620,0,0.051932718,5057,-1437
234676_s_at,0.135054429,4.25579692,2.058945963,0.509987615,-3.996455878,29104,N6AMT1,0.051936187,3621,0,0.051936187,5058,-1437
202752_x_at,-0.103887407,6.433480537,-2.05867112,0.510090798,-3.996901294,23428,SLC7A8,0.051964836,3622,0,0.051964836,5059,-1437
211510_s_at,0.104568167,3.632398831,2.058666147,0.510090798,-3.996909354,1395,CRHR2,0.051965354,3623,0,0.051965354,5060,-1437
230316_at,-0.109079527,4.030597604,-2.058371979,0.510221396,-3.997386046,23541,SEC14L2,0.051996033,3624,0,0.051996033,5061,-1437
228744_at,-0.118980163,6.933357591,-2.058325305,0.510221396,-3.997461676,55142,HAUS2,0.052000902,3625,0,0.052000902,5062,-1437
240162_at,-0.170008544,5.086215934,-2.05793911,0.510221396,-3.998087422,100506791,LINC01511,0.052041206,3626,0,0.052041206,5063,-1437
231543_at,-0.184325676,5.226834783,-2.057893564,0.510221396,-3.998161214,84725,PLEKHA8,0.052045961,3627,0,0.052045961,5064,-1437
220748_s_at,0.119199388,7.328506319,2.057678458,0.510221396,-3.998509709,51157,ZNF580,0.052068424,3629,0,0.052068424,5065,-1436
217887_s_at,-0.124950947,10.64206838,-2.05767268,0.510221396,-3.99851907,2060,EPS15,0.052069028,3630,0,0.052069028,5066,-1436
205974_at,-0.129618962,2.950296046,-2.057543727,0.510221396,-3.998727978,3231,HOXD1,0.052082498,3631,0,0.052082498,5067,-1436
1552818_a_at,-0.111017838,3.227328667,-2.05684503,0.510433033,-3.999859736,680,BRS3,0.052155539,3632,0,0.052155539,5068,-1436
225689_at,-0.000684617,3.726652785,-0.01115949,0.998316107,-5.836406287,84892,POMGNT2,0.991200075,20112,18,0.052168425,5069,15043
227049_at,-0.213670202,7.208298682,-2.056429727,0.510509206,-4.000532334,284273,ZADH2,0.052198997,3633,0,0.052198997,5070,-1437
220806_x_at,0.113430072,3.40138018,2.056256379,0.510509206,-4.000813051,51764,GNG13,0.052217146,3634,0,0.052217146,5071,-1437
202919_at,-0.109990385,8.148922916,-2.055902483,0.510663072,-4.0013861,25843,MOB4,0.052254216,3635,0,0.052254216,5072,-1437
234748_x_at,0.094892237,3.956845477,2.05508151,0.510731336,-4.002715224,9585,KIF20B,0.052340302,3637,0,0.052340302,5073,-1436
236779_at,0.20496492,5.593397445,2.054982282,0.510731336,-4.002875848,64969,MRPS5,0.052350716,3638,0,0.052350716,5074,-1436
209310_s_at,-0.209508136,8.290463377,-2.054855158,0.510731336,-4.00308162,837,CASP4,0.052364059,3639,0,0.052364059,5075,-1436
215433_at,0.135548907,4.061190773,2.054717195,0.510731336,-4.003304927,23333,DPY19L1,0.052378544,3640,0,0.052378544,5076,-1436
204958_at,0.166356431,6.431277618,2.054692942,0.510731336,-4.003344182,1263,PLK3,0.052381091,3641,0,0.052381091,5077,-1436
212124_at,0.316000733,9.281724271,2.054528804,0.510731336,-4.003609842,57178,ZMIZ1,0.052398329,3642,0,0.052398329,5078,-1436
216573_at,0.457409253,4.537776862,2.054462148,0.510731336,-4.003717723,28823,IGLV1-44,0.052405331,3643,0,0.052405331,5079,-1436
215656_at,0.108083583,4.224236123,2.054313826,0.510731336,-4.003957768,10960,LMAN2,0.052420915,3644,0,0.052420915,5080,-1436
222791_at,0.231279063,8.76452494,2.05412877,0.510731336,-4.004257249,54665,RSBN1,0.052440364,3645,0,0.052440364,5081,-1436
216867_s_at,0.121681575,4.290782882,2.054050586,0.510731336,-4.004383771,5154,PDGFA,0.052448583,3646,0,0.052448583,5082,-1436
1559502_s_at,0.126369947,5.547381047,2.053755052,0.510731336,-4.004861994,126364,LRRC25,0.052479661,3648,0,0.052479661,5083,-1435
244774_at,0.612526491,3.356439094,2.053693093,0.510731336,-4.004962248,9749,PHACTR2,0.052486178,3649,0,0.052486178,5084,-1435
202767_at,0.217709437,7.718284102,1.465164063,0.664025603,-4.859271093,53,ACP2,0.157483676,7526,2,0.052494559,5085,2441
214554_at,-0.524265923,4.763799743,-2.053583863,0.510731336,-4.005138985,8332,HIST1H2AL,0.05249767,3650,0,0.05249767,5086,-1436
218848_at,-0.041985625,7.217893061,-0.565553604,0.892772861,-5.684251481,79228,THOC6,0.577607476,15747,10,0.052509771,5087,10660
1564360_a_at,0.106067646,3.204748262,2.053288217,0.510824768,-4.00561732,440416,CCDC144NL-AS1,0.052528786,3651,0,0.052528786,5088,-1437
230966_at,0.392427162,8.339340315,2.053275287,0.510824768,-4.005638239,259307,IL4I1,0.052530147,3652,0,0.052530147,5089,-1437
234647_at,0.085430137,5.983974022,2.053137944,0.510824768,-4.005860435,150696,PROM2,0.052544608,3653,0,0.052544608,5090,-1437
219097_x_at,-0.107332238,8.655318307,-2.053026758,0.510824768,-4.006040306,79086,SMIM7,0.052556317,3654,0,0.052556317,5091,-1437
231700_at,0.078675078,6.049045035,1.464465176,0.664324247,-4.860156035,2978,GUCA1A,0.157672685,7530,2,0.052557562,5092,2438
219434_at,-0.133583528,4.224255137,-2.052845182,0.510824768,-4.006334037,54210,TREM1,0.052575444,3655,0,0.052575444,5093,-1438
226177_at,-0.165324098,9.499775102,-2.052805741,0.510824768,-4.006397838,51228,GLTP,0.0525796,3656,0,0.0525796,5094,-1438
236027_at,-0.110310396,8.80487182,-2.052759742,0.510824768,-4.006472246,119392,SFR1,0.052584447,3657,0,0.052584447,5095,-1438
227254_at,-0.110682434,7.718102477,-2.052694136,0.510824768,-4.006578369,5451,POU2F1,0.05259136,3658,0,0.05259136,5096,-1438
1563228_x_at,0.136770407,5.913385803,2.052071389,0.510965947,-4.007585602,124565,SLC38A10,0.052657026,3660,0,0.052657026,5097,-1437
219659_at,0.012108071,4.09236936,0.201091413,0.967602303,-5.817085679,51761,ATP8A2,0.84253517,18777,15,0.052658448,5098,13679
210549_s_at,0.118691956,3.961427825,2.051668565,0.510965947,-4.008237025,6368,CCL23,0.052699541,3661,0,0.052699541,5099,-1438
240167_at,0.113621633,3.130319701,2.051596278,0.510965947,-4.008353915,152742,LINC01085,0.052707173,3662,0,0.052707173,5100,-1438
210803_at,-0.064037321,5.253149851,-1.148379076,0.744558766,-5.224156556,10587,TXNRD2,0.263547248,10312,4,0.05270945,5101,5211
242770_at,-0.644631718,6.628649501,-2.051558662,0.510965947,-4.008414741,642236,FRG1JP,0.052711146,3663,0,0.052711146,5102,-1439
204912_at,0.279204649,7.92674497,2.051449167,0.510965947,-4.008591789,3587,IL10RA,0.05272271,3664,0,0.05272271,5103,-1439
1552423_at,0.150332635,4.69234639,2.051244371,0.510965947,-4.008922919,2117,ETV3,0.052744344,3665,0,0.052744344,5104,-1439
1554614_a_at,0.271119349,5.177595637,2.051009228,0.510965947,-4.009303092,58155,PTBP2,0.052769195,3666,0,0.052769195,5105,-1439
204937_s_at,-0.157225124,8.199358047,-2.050772874,0.510979292,-4.009685194,10782,ZNF274,0.052794184,3668,0,0.052794184,5106,-1438
205883_at,-0.056692796,4.446142923,-0.559402515,0.893619092,-5.687518608,7704,ZBTB16,0.581722739,15808,10,0.052883885,5107,10701
236710_at,-0.077640573,3.669098968,-2.049627205,0.511176191,-4.011536945,127795,C1orf87,0.052915463,3671,0,0.052915463,5108,-1437
219058_x_at,0.115413703,5.491011284,2.049560398,0.511176191,-4.011644905,64129,TINAGL1,0.052922543,3672,0,0.052922543,5109,-1437
201513_at,-0.164363578,6.872958149,-2.04934138,0.511176191,-4.011998821,7247,TSN,0.052945759,3674,0,0.052945759,5110,-1436
209294_x_at,0.17333912,7.55990521,2.049262005,0.511176191,-4.01212708,8795,TNFRSF10B,0.052954175,3675,0,0.052954175,5111,-1436
208206_s_at,-0.159480097,5.362661937,-1.688387703,0.604168505,-4.55991798,10235,RASGRP2,0.105926964,5837,1,0.052963482,5112,725
220168_at,-0.099282868,3.168072163,-2.049172402,0.511176191,-4.012271862,55259,CASC1,0.052963677,3676,0,0.052963677,5113,-1437
232470_at,0.046010069,6.029821823,0.815441938,0.831732349,-5.522739373,150094,SIK1,0.423845329,13491,7,0.052980666,5114,8377
238111_at,-0.110444067,5.691052371,-2.048924631,0.511176191,-4.012672191,10807,SDCCAG3,0.05298996,3677,0,0.05298996,5115,-1438
217732_s_at,0.078521773,10.07709458,0.333005744,0.942444549,-5.783414007,9445,ITM2B,0.742385766,17719,13,0.053027555,5116,12603
222621_at,0.194204721,8.697188646,2.048271201,0.511339535,-4.013727807,64215,DNAJC1,0.05305933,3679,0,0.05305933,5117,-1438
202088_at,-0.092117862,10.28394879,-2.048039784,0.511339535,-4.014101609,25800,SLC39A6,0.053083918,3680,0,0.053083918,5118,-1438
205264_at,-0.170705101,7.72224246,-2.047617265,0.511430142,-4.014784024,10849,CD3EAP,0.053128835,3682,0,0.053128835,5119,-1437
1554787_at,-0.11765382,3.735108609,-2.047304984,0.511430142,-4.015288335,169436,STKLD1,0.053162056,3684,0,0.053162056,5120,-1436
203257_s_at,-0.137796058,7.824971562,-2.047298179,0.511430142,-4.015299324,79096,C11orf49,0.05316278,3685,0,0.05316278,5121,-1436
227423_at,-0.163919589,7.788054244,-2.047247659,0.511430142,-4.015380905,123355,LRRC28,0.053168156,3686,0,0.053168156,5122,-1436
210318_at,-0.011666567,4.953695123,-0.258533629,0.957735178,-5.804453676,5949,RBP3,0.79847718,18339,14,0.053231812,5123,13216
203623_at,0.136683658,6.11327184,2.046645835,0.511615301,-4.01635265,55558,PLXNA3,0.053232237,3688,0,0.053232237,5124,-1436
211368_s_at,-0.697636372,8.910861785,-2.046242584,0.511789108,-4.017003664,834,CASP1,0.053275213,3689,0,0.053275213,5125,-1436
222105_s_at,-0.118380783,6.867196522,-2.046197583,0.511789108,-4.017076309,28511,NKIRAS2,0.05328001,3690,0,0.05328001,5126,-1436
210744_s_at,-0.102977816,5.562121425,-2.045859868,0.511957368,-4.017621449,3568,IL5RA,0.053316029,3692,0,0.053316029,5127,-1435
218548_x_at,-0.116739444,7.439368392,-2.045854487,0.511957368,-4.017630136,51368,TEX264,0.053316603,3693,0,0.053316603,5128,-1435
223051_at,-0.103630176,10.09386489,-2.045666455,0.511999142,-4.017933632,29101,SSU72,0.053336666,3694,0,0.053336666,5129,-1435
210444_at,-0.125915685,4.465116792,-2.045540507,0.511999142,-4.01813691,4888,NPY6R,0.053350109,3695,0,0.053350109,5130,-1435
201834_at,-0.163240134,7.436082174,-2.045375037,0.511999142,-4.018403964,5564,PRKAB1,0.053367775,3696,0,0.053367775,5131,-1435
1552338_at,0.025536992,3.927370885,0.398728262,0.929622725,-5.760499209,145258,GSC,0.694062896,17146,12,0.053389454,5132,12014
201509_at,0.019489365,8.672899225,0.398615024,0.92963583,-5.760542179,3420,IDH3B,0.69414509,17148,12,0.053395776,5133,12015
1561978_at,0.107228268,5.38162775,2.044998403,0.512085863,-4.01901177,284798,LOC284798,0.053408005,3697,0,0.053408005,5134,-1437
1567252_at,-0.105420928,4.103995442,-2.044906397,0.512085863,-4.019160237,26497,OR10D3,0.053417837,3699,0,0.053417837,5135,-1436
202825_at,0.008041266,9.186363442,0.116303369,0.981680103,-5.829978849,291,SLC25A4,0.908501811,19379,16,0.053441283,5136,14243
239482_x_at,-0.097602259,5.625987537,-2.044653523,0.512085863,-4.019568267,7562,ZNF708,0.053444867,3700,0,0.053444867,5137,-1437
213553_x_at,0.10952557,6.745341365,2.044625427,0.512085863,-4.0196136,341,APOC1,0.05344787,3701,0,0.05344787,5138,-1437
217796_s_at,0.152486829,8.254722473,2.044551574,0.512085863,-4.019732761,55666,NPLOC4,0.053455767,3702,0,0.053455767,5139,-1437
232980_at,0.038283756,3.405788605,0.32437689,0.943560671,-5.786120522,55788,LMBRD1,0.74881703,17790,13,0.053486931,5140,12650
1559709_at,0.078181943,3.093766416,2.044184868,0.512085863,-4.020324392,7697,ZNF138,0.053494994,3705,0,0.053494994,5141,-1436
217528_at,0.084503037,3.078280097,2.04415489,0.512085863,-4.020372754,9635,CLCA2,0.053498202,3706,0,0.053498202,5142,-1436
236006_s_at,0.190977455,6.160578635,2.044151428,0.512085863,-4.020378339,11216,AKAP10,0.053498572,3707,0,0.053498572,5143,-1436
232489_at,0.412912511,5.489853131,2.043879307,0.512274982,-4.020817321,54482,TRMT13,0.0535277,3708,0,0.0535277,5144,-1436
1563679_at,-0.120865653,3.826367522,-2.043546405,0.512504327,-4.021354304,150577,LINC01104,0.053563352,3709,0,0.053563352,5145,-1436
223131_s_at,0.215167784,3.916300421,2.043191714,0.512621029,-4.021926371,81603,TRIM8,0.053601361,3710,0,0.053601361,5146,-1436
237702_at,-0.105846911,3.5601453,-2.043101913,0.512623431,-4.022071198,129831,RBM45,0.053610988,3711,0,0.053610988,5147,-1436
1552664_at,-0.14210596,6.877209729,-1.452690556,0.668667414,-4.875014352,201163,FLCN,0.160884812,7616,2,0.053628271,5148,2468
1557293_at,0.396735108,4.677201854,2.042896698,0.512744176,-4.022402142,440993,MIR570HG,0.053632994,3712,0,0.053632994,5149,-1437
214769_at,-0.382522956,3.968102043,-2.042593086,0.512863404,-4.022891731,1183,CLCN4,0.053665566,3713,0,0.053665566,5150,-1437
213252_at,0.109295561,5.040717757,2.042409901,0.512863404,-4.023187102,9644,SH3PXD2A,0.053685227,3714,0,0.053685227,5151,-1437
241133_at,-0.131504315,4.174511994,-2.042265773,0.512863404,-4.023419486,28560,TRBV27,0.0537007,3716,0,0.0537007,5152,-1436
230144_at,0.025310752,3.075724138,0.627311492,0.878516824,-5.649539039,2892,GRIA3,0.537122985,15214,9,0.053712299,5153,10061
220332_at,0.019476175,5.507770492,0.248671595,0.959311403,-5.806845624,10686,CLDN16,0.805997035,18421,14,0.053733136,5154,13267
219029_at,-0.114857158,7.747941363,-2.041765071,0.512954871,-4.024226707,64417,TMEM267,0.053754486,3717,0,0.053754486,5155,-1438
204588_s_at,0.018221115,8.689083981,0.109369437,0.982760551,-5.830729086,9056,SLC7A7,0.913933428,19433,16,0.05376079,5156,14277
213804_at,-0.172406829,8.327086914,-2.041681433,0.512954871,-4.024361534,3633,INPP5B,0.053763475,3718,0,0.053763475,5157,-1439
216334_s_at,-0.162269732,4.573920566,-2.041256079,0.513097728,-4.025047162,1550,CYP2A7P1,0.053809212,3720,0,0.053809212,5158,-1438
240342_at,0.134114281,6.593444598,2.041241847,0.513097728,-4.025070101,391712,TRIM61,0.053810743,3721,0,0.053810743,5159,-1438
233216_at,0.13469512,3.880261599,2.04099628,0.513260151,-4.025465888,340481,ZDHHC21,0.053837164,3722,0,0.053837164,5160,-1438
218905_at,-0.082054998,9.66078105,-2.04016889,0.513681438,-4.026799187,55656,INTS8,0.053926272,3723,0,0.053926272,5161,-1438
231875_at,0.284659922,5.577179029,1.678530647,0.608346363,-4.573815757,55605,KIF21A,0.107857616,5890,1,0.053928808,5162,728
219953_s_at,0.143565393,8.369295369,2.039927685,0.513681438,-4.027187813,56672,AKIP1,0.053952273,3724,0,0.053952273,5163,-1439
205257_s_at,0.118772828,3.882056934,2.039822323,0.513681438,-4.027357561,273,AMPH,0.053963635,3725,0,0.053963635,5164,-1439
1554316_at,0.12316963,5.643700127,2.039801217,0.513681438,-4.027391563,25796,PGLS,0.053965911,3726,0,0.053965911,5165,-1439
227630_at,-0.177502911,8.28427204,-2.039322714,0.513778808,-4.028162401,5529,PPP2R5E,0.054017538,3727,0,0.054017538,5166,-1439
1559731_x_at,0.127643604,3.957093199,2.039067709,0.513778808,-4.028573151,28992,MACROD1,0.05404507,3728,0,0.05404507,5167,-1439
244033_at,-0.459036479,6.361620234,-2.039005305,0.513778808,-4.028673663,145508,CEP128,0.054051809,3729,0,0.054051809,5168,-1439
213786_at,-0.203137537,7.732134161,-2.03879547,0.513778808,-4.029011624,8887,TAX1BP1,0.054074475,3730,0,0.054074475,5169,-1439
238474_at,0.325346298,6.032798619,2.038607001,0.513778808,-4.029315153,348995,NUP43,0.054094841,3731,0,0.054094841,5170,-1439
231134_at,-0.108069895,3.970722531,-2.038605377,0.513778808,-4.029317769,140856,SCP2D1,0.054095017,3732,0,0.054095017,5171,-1439
206065_s_at,-0.0226626,3.946851816,-0.461404208,0.917042351,-5.73487822,1807,DPYS,0.64918634,16605,11,0.054098862,5172,11433
218893_at,0.155186707,8.55948426,2.038363506,0.513778808,-4.029707276,79763,ISOC2,0.054121163,3733,0,0.054121163,5173,-1440
236497_at,-0.148086861,6.388333065,-2.038362012,0.513778808,-4.029709681,729683,LOC729683,0.054121325,3734,0,0.054121325,5174,-1440
243951_at,-0.110160746,3.484358179,-2.037721819,0.513778808,-4.030740499,5243,ABCB1,0.054190585,3735,0,0.054190585,5175,-1440
220485_s_at,-0.142272237,3.854756936,-2.037683145,0.513778808,-4.030802764,55423,SIRPG,0.054194772,3736,0,0.054194772,5176,-1440
1566303_s_at,0.150558483,7.646485355,2.037559467,0.513778808,-4.031001879,6992,PPP1R11,0.054208162,3737,0,0.054208162,5177,-1440
232553_at,-0.097356989,3.66291454,-2.037461265,0.513778808,-4.031159974,9468,PCYT1B,0.054218796,3738,0,0.054218796,5178,-1440
227692_at,-0.241611939,3.090328977,-2.037445891,0.513778808,-4.031184724,2770,GNAI1,0.054220461,3739,0,0.054220461,5179,-1440
204560_at,0.272141365,7.700164442,2.037113651,0.513869198,-4.031719557,2289,FKBP5,0.054256454,3740,0,0.054256454,5180,-1440
223162_s_at,-0.209001145,9.443170151,-2.037062227,0.513869198,-4.031802333,57189,KIAA1147,0.054262027,3741,0,0.054262027,5181,-1440
1556269_at,0.088599897,5.356364557,2.037026681,0.513869198,-4.03185955,4661,MYT1,0.054265879,3742,0,0.054265879,5182,-1440
224221_s_at,0.137853508,3.548302838,2.036781293,0.513869198,-4.032254524,10451,VAV3,0.054292481,3743,0,0.054292481,5183,-1440
223442_at,-0.120165309,7.771310932,-2.036750771,0.513869198,-4.03230365,84276,NICN1,0.054295791,3744,0,0.054295791,5184,-1440
238457_at,-0.110581111,5.220779618,-1.271500831,0.710919645,-5.091196591,8526,DGKE,0.217261204,9209,3,0.054315301,5185,4024
241938_at,0.436625264,5.685943552,2.036342732,0.513907229,-4.032960351,9444,QKI,0.054340053,3745,0,0.054340053,5186,-1441
