gene,p_value,HPO_Freq,Rank_1,New_Pvalue,Rank_2,Rank1-Rank2
INA,0.974059269,0,12194,9.74E-01,12209,-15
TAF5,0.974140008,0,12195,9.74E-01,12210,-15
LOC478000,0.974484112,0,12196,9.74E-01,12211,-15
KLF5,0.974538053,0,12197,9.75E-01,12212,-15
CLOCK,0.974783803,0,12199,9.75E-01,12213,-14
SHE,0.974872052,0,12200,9.75E-01,12214,-14
HRASLS,0.975614764,0,12202,9.76E-01,12215,-13
ANGPT4,0.975624434,0,12203,9.76E-01,12216,-13
GYPA,0.976209885,0,12204,9.76E-01,12217,-13
FAM221B,0.976800515,0,12205,9.77E-01,12218,-13
LOC611969,0.976800515,0,12206,9.77E-01,12219,-13
RUFY3,0.976847342,0,12207,9.77E-01,12220,-13
EED,0.977804527,0,12209,9.78E-01,12221,-12
LOC102154932,0.977861514,0,12210,9.78E-01,12222,-12
CABP7,0.978002937,0,12212,9.78E-01,12223,-11
JMJD1C,0.978541517,0,12213,9.79E-01,12224,-11
REEP3,0.978541517,0,12214,9.79E-01,12225,-11
FBXO39,0.978541517,0,12215,9.79E-01,12226,-11
CREG1,0.978565278,0,12216,9.79E-01,12227,-11
TMEM259,0.97871144,0,12217,9.79E-01,12228,-11
GRIN3B,0.97871144,0,12218,9.79E-01,12229,-11
TMEM64,0.979003851,0,12219,9.79E-01,12230,-11
CLCA2,0.979010847,0,12220,9.79E-01,12231,-11
MED30,0.979091813,0,12221,9.79E-01,12232,-11
UBE2E1,0.979091813,0,12222,9.79E-01,12233,-11
LOC485321,0.979468391,0,12224,9.79E-01,12234,-10
LOC485325,0.979468391,0,12225,9.79E-01,12235,-10
LOC106558972,0.979950779,0,12226,9.80E-01,12236,-10
LRRC8B,0.979950779,0,12227,9.80E-01,12237,-10
LOC106559044,0.980208697,0,12228,9.80E-01,12238,-10
WDR74,0.980335762,0,12229,9.80E-01,12239,-10
TAF6L,0.980361808,0,12230,9.80E-01,12240,-10
POLR2G,0.980361808,0,12231,9.80E-01,12241,-10
ZBTB3,0.980361808,0,12232,9.80E-01,12242,-10
SCGB1A1,0.980361808,0,12233,9.80E-01,12243,-10
SMC1B,0.980680557,0,12234,9.81E-01,12244,-10
KIAA0930,0.980680557,0,12235,9.81E-01,12245,-10
DDX17,0.98080613,0,12236,9.81E-01,12246,-10
AP1M2,0.98089259,0,12237,9.81E-01,12247,-10
KRI1,0.98089259,0,12238,9.81E-01,12248,-10
ATG4D,0.98089259,0,12239,9.81E-01,12249,-10
EPN1,0.980908,0,12240,9.81E-01,12250,-10
U2AF2,0.980908,0,12241,9.81E-01,12251,-10
CTSG,0.98097263,0,12242,9.81E-01,12252,-10
LOC490630,0.98097263,0,12243,9.81E-01,12253,-10
SST,0.981318786,0,12244,9.81E-01,12254,-10
IQCG,0.981397801,0,12245,9.81E-01,12255,-10
MCM7,0.981412534,0,12246,9.81E-01,12256,-10
STARD7,0.981511872,0,12247,9.82E-01,12257,-10
DUSP2,0.981511872,0,12248,9.82E-01,12258,-10
MYSM1,0.981615606,0,12250,9.82E-01,12259,-9
PRDM1,0.981615606,0,12251,9.82E-01,12260,-9
RPP30,0.982300288,0,12253,9.82E-01,12261,-8
LOC102155398,0.982370163,0,12254,9.82E-01,12262,-8
MTMR12,0.9824277,0,12255,9.82E-01,12263,-8
ANKRD53,0.982453134,0,12256,9.82E-01,12264,-8
LOC102152486,0.982592859,0,12257,9.83E-01,12265,-8
LOC102153952,0.982719955,0,12258,9.83E-01,12266,-8
NUP210L,0.98273002,0,12259,9.83E-01,12267,-8
JTB,0.98273002,0,12260,9.83E-01,12268,-8
CRTC2,0.98273002,0,12261,9.83E-01,12269,-8
DENND4B,0.98273002,0,12262,9.83E-01,12270,-8
SLC27A3,0.98273002,0,12264,9.83E-01,12271,-7
LOC102155613,0.982952818,0,12265,9.83E-01,12272,-7
TXNL1,0.98319456,0,12266,9.83E-01,12273,-7
LOC102156808,0.983781235,0,12267,9.84E-01,12274,-7
MRPS23,0.985611358,0,12268,9.86E-01,12275,-7
SLC4A1AP,0.985753622,0,12269,9.86E-01,12276,-7
LOC102154551,0.986164336,0,12270,9.86E-01,12277,-7
CRISP2,0.986568825,0,12271,9.87E-01,12278,-7
LOC106558626,0.986932468,0,12272,9.87E-01,12279,-7
LOC102154086,0.986932468,0,12273,9.87E-01,12280,-7
LOC483524,0.987884484,0,12275,9.88E-01,12281,-6
LOC100685567,0.987884484,0,12276,9.88E-01,12282,-6
NKAIN4,0.987903035,0,12277,9.88E-01,12283,-6
LOC100855460,0.988023892,0,12278,9.88E-01,12284,-6
LOC479005,0.988023892,0,12279,9.88E-01,12285,-6
HMGB1,0.988023892,0,12280,9.88E-01,12286,-6
LOC106558258,0.988064751,0,12281,9.88E-01,12287,-6
LOC102156494,0.988079786,0,12282,9.88E-01,12288,-6
TUBE1,0.988085015,0,12283,9.88E-01,12289,-6
C20H19orf77,0.988319855,0,12284,9.88E-01,12290,-6
HOXB2,0.988358612,0,12285,9.88E-01,12291,-6
CALCOCO2,0.988358612,0,12286,9.88E-01,12292,-6
IGF2BP1,0.988358612,0,12287,9.88E-01,12293,-6
B4GALNT2,0.988358612,0,12288,9.88E-01,12294,-6
OTUD3,0.989126146,0,12289,9.89E-01,12295,-6
LOC102156251,0.989126146,0,12290,9.89E-01,12296,-6
